Sherlock	PROPN	Sherlock 
?	PUNCT	?
What	PRON	what
is	AUX	be
the	DET	the
use	NOUN	use
of	ADP	of
having	VERB	have
powers	NOUN	power
,	PUNCT	,
doctor	NOUN	doctor
,	PUNCT	,
when	ADV	when
one	PRON	one
has	VERB	have
no	DET	no
field	NOUN	field
upon	SCONJ	upon
which	DET	which
to	PART	to
exert	VERB	exert
them	PRON	they
?	PUNCT	?
Crime	NOUN	crime
is	AUX	be
commonplace	ADJ	commonplace
,	PUNCT	,
existence	NOUN	existence
is	VERB	be
commonplace	ADJ	commonplace
,	PUNCT	,
and	CCONJ	and
no	DET	no
qualities	NOUN	quality
save	VERB	save
those	DET	those
which	DET	which
are	VERB	be
commonplace	ADJ	commonplace
have	VERB	have
any	DET	any
function	NOUN	function
upon	SCONJ	upon
earth	NOUN	earth
.	PUNCT	.
"""I"	PUNCT	"""I"
had	AUX	have
opened	VERB	open
my	PRON	my
mouth	NOUN	mouth
to	PART	to
reply	VERB	reply
to	ADP	to
this	DET	this
tirade	NOUN	tirade
,	PUNCT	,
when	ADV	when
with	ADP	with
a	DET	a
crisp	ADJ	crisp
knock	NOUN	knock
our	PRON	our
landlady	NOUN	landlady
entered	VERB	enter
,	PUNCT	,
bearing	VERB	bear
a	DET	a
card	NOUN	card
upon	SCONJ	upon
the	DET	the
brass	NOUN	brass
salver	NOUN	salver
.	PUNCT	.
"""A"	INTJ	"""a"
young	ADJ	young
lady	NOUN	lady
for	ADP	for
you	PRON	you
,	PUNCT	,
sir	NOUN	sir
,	PUNCT	,
""""	PUNCT	""""
she	PRON	she
said	VERB	say
,	PUNCT	,
addressing	VERB	address
my	PRON	my
companion	NOUN	companion
.	PUNCT	.
"""Miss"	PROPN	"""Miss"
Mary	PROPN	Mary
Morstan	PROPN	Morstan
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
read	VERB	read
.	PUNCT	.
""""	PUNCT	""""
Hum	PROPN	Hum
!	PUNCT	!
I	PRON	I
have	VERB	have
no	DET	no
recollection	NOUN	recollection
of	ADP	of
the	DET	the
name	NOUN	name
.	PUNCT	.
Ask	VERB	ask
the	DET	the
young	ADJ	young
lady	NOUN	lady
to	PART	to
step	VERB	step
up	ADP	up
,	PUNCT	,
Mrs.	PROPN	Mrs.
Hudson	PROPN	Hudson
.	PUNCT	.
Do	AUX	do
n't	PART	n't
go	VERB	go
,	PUNCT	,
doctor	NOUN	doctor
.	PUNCT	.
I	PRON	I
should	AUX	should
prefer	VERB	prefer
that	SCONJ	that
you	PRON	you
remain	VERB	remain
.	PUNCT	.
"""Miss"	PUNCT	"""Miss"
Morstan	PROPN	Morstan
entered	VERB	enter
the	DET	the
room	NOUN	room
with	ADP	with
a	DET	a
firm	ADJ	firm
step	NOUN	step
and	CCONJ	and
an	DET	an
outward	ADJ	outward
composure	NOUN	composure
of	ADP	of
manner	NOUN	manner
.	PUNCT	.
She	PRON	she
was	AUX	be
a	DET	a
blonde	ADJ	blonde
young	ADJ	young
lady	NOUN	lady
,	PUNCT	,
small	ADJ	small
,	PUNCT	,
dainty	NOUN	dainty
,	PUNCT	,
well	INTJ	well
gloved	ADJ	gloved
,	PUNCT	,
and	CCONJ	and
dressed	VERB	dress
in	ADP	in
the	DET	the
most	ADV	most
perfect	ADJ	perfect
taste	NOUN	taste
.	PUNCT	.
There	PRON	there
was	AUX	be
,	PUNCT	,
however	ADV	however
,	PUNCT	,
a	DET	a
plainness	NOUN	plainness
and	CCONJ	and
simplicity	NOUN	simplicity
about	ADP	about
her	PRON	her
costume	NOUN	costume
which	DET	which
bore	VERB	bear
with	ADP	with
it	PRON	it
a	DET	a
suggestion	NOUN	suggestion
of	ADP	of
limited	ADJ	limited
means	NOUN	mean
.	PUNCT	.
The	DET	the
dress	NOUN	dress
was	AUX	be
a	DET	a
sombre	ADJ	sombre
grayish	ADJ	grayish
beige	NOUN	beige
,	PUNCT	,
untrimmed	ADJ	untrimmed
and	CCONJ	and
unbraided	ADJ	unbraided
,	PUNCT	,
and	CCONJ	and
she	PRON	she
wore	VERB	wear
a	DET	a
small	ADJ	small
turban	NOUN	turban
of	ADP	of
the	DET	the
same	ADJ	same
dull	ADJ	dull
hue	NOUN	hue
,	PUNCT	,
relieved	VERB	relieve
only	ADV	only
by	ADP	by
a	DET	a
suspicion	NOUN	suspicion
of	ADP	of
white	ADJ	white
feather	NOUN	feather
in	ADP	in
the	DET	the
side	NOUN	side
.	PUNCT	.
Her	PRON	her
face	NOUN	face
had	VERB	have
neither	DET	neither
regularity	NOUN	regularity
of	ADP	of
feature	NOUN	feature
nor	CCONJ	nor
beauty	NOUN	beauty
of	ADP	of
complexion	NOUN	complexion
,	PUNCT	,
but	CCONJ	but
her	PRON	her
expression	NOUN	expression
was	VERB	be
sweet	ADJ	sweet
and	CCONJ	and
amiable	ADJ	amiable
,	PUNCT	,
and	CCONJ	and
her	PRON	her
large	ADJ	large
blue	ADJ	blue
eyes	NOUN	eye
were	VERB	be
singularly	ADV	singularly
spiritual	ADJ	spiritual
and	CCONJ	and
sympathetic	ADJ	sympathetic
.	PUNCT	.
In	ADP	in
an	DET	an
experience	NOUN	experience
of	ADP	of
women	NOUN	woman
which	DET	which
extends	VERB	extend
over	ADP	over
many	ADJ	many
nations	NOUN	nation
and	CCONJ	and
three	NUM	three
separate	ADJ	separate
continents	NOUN	continent
,	PUNCT	,
I	PRON	I
have	AUX	have
never	ADV	never
looked	VERB	look
upon	SCONJ	upon
a	DET	a
face	NOUN	face
which	DET	which
gave	VERB	give
a	DET	a
clearer	ADJ	clear
promise	NOUN	promise
of	ADP	of
a	DET	a
refined	ADJ	refined
and	CCONJ	and
sensitive	ADJ	sensitive
nature	NOUN	nature
.	PUNCT	.
I	PRON	I
could	AUX	could
not	PART	not
but	ADV	but
observe	VERB	observe
that	SCONJ	that
as	ADP	as
she	PRON	she
took	VERB	take
the	DET	the
seat	NOUN	seat
which	DET	which
Sherlock	PROPN	Sherlock
Holmes	PROPN	Holmes
placed	VERB	place
for	ADP	for
her	PRON	she
,	PUNCT	,
her	PRON	her
lip	NOUN	lip
trembled	VERB	tremble
,	PUNCT	,
her	PRON	her
hand	NOUN	hand
quivered	VERB	quiver
,	PUNCT	,
and	CCONJ	and
she	PRON	she
showed	VERB	show
every	DET	every
sign	NOUN	sign
of	ADP	of
intense	ADJ	intense
inward	ADJ	inward
agitation	NOUN	agitation
.	PUNCT	.
"""I"	PUNCT	"""I"
have	AUX	have
come	VERB	come
to	ADP	to
you	PRON	you
,	PUNCT	,
Mr.	PROPN	Mr.
Holmes	PROPN	Holmes
,	PUNCT	,
""""	PUNCT	""""
she	PRON	she
said	VERB	say
,	PUNCT	,
""""	PUNCT	""""
because	SCONJ	because
you	PRON	you
once	ADV	once
enabled	VERB	enable
my	PRON	my
employer	NOUN	employer
,	PUNCT	,
Mrs.	PROPN	Mrs.
Cecil	PROPN	Cecil
Forrester	PROPN	Forrester
,	PUNCT	,
to	PART	to
unravel	VERB	unravel
a	DET	a
little	ADJ	little
domestic	ADJ	domestic
complication	NOUN	complication
.	PUNCT	.
She	PRON	she
was	AUX	be
much	ADV	much
impressed	ADJ	impressed
by	ADP	by
your	PRON	your
kindness	NOUN	kindness
and	CCONJ	and
skill	NOUN	skill
.	PUNCT	.
"""""Mrs"	PUNCT	"""""Mrs"
.	PUNCT	.
Cecil	PROPN	Cecil
Forrester	PROPN	Forrester
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
repeated	VERB	repeat
thoughtfully	ADV	thoughtfully
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
believe	VERB	believe
that	SCONJ	that
I	PRON	I
was	AUX	be
of	ADP	of
some	DET	some
slight	ADJ	slight
service	NOUN	service
to	ADP	to
her	PRON	she
.	PUNCT	.
The	DET	the
case	NOUN	case
,	PUNCT	,
however	ADV	however
,	PUNCT	,
as	ADP	as
I	PRON	I
remember	VERB	remember
it	PRON	it
,	PUNCT	,
was	AUX	be
a	DET	a
very	ADV	very
simple	ADJ	simple
one	NOUN	one
.	PUNCT	.
"""""She"	NOUN	"""""She"
did	AUX	do
not	PART	not
think	VERB	think
so	ADV	so
.	PUNCT	.
But	CCONJ	but
at	ADP	at
least	ADJ	least
you	PRON	you
can	AUX	can
not	PART	not
say	VERB	say
the	DET	the
same	ADJ	same
of	ADP	of
mine	PRON	mine
.	PUNCT	.
I	PRON	I
can	AUX	can
hardly	ADV	hardly
imagine	VERB	imagine
anything	PRON	anything
more	ADV	more
strange	ADJ	strange
,	PUNCT	,
more	ADV	more
utterly	ADV	utterly
inexplicable	ADJ	inexplicable
,	PUNCT	,
than	SCONJ	than
the	DET	the
situation	NOUN	situation
in	ADP	in
which	DET	which
I	PRON	I
find	VERB	find
myself	PRON	myself
.	PUNCT	.
"""Holmes"	NOUN	"""holme"
rubbed	VERB	rub
his	PRON	his
hands	NOUN	hand
,	PUNCT	,
and	CCONJ	and
his	PRON	his
eyes	NOUN	eye
glistened	VERB	glisten
.	PUNCT	.
He	PRON	he
leaned	VERB	lean
forward	ADV	forward
in	ADP	in
his	PRON	his
chair	NOUN	chair
with	ADP	with
an	DET	an
expression	NOUN	expression
of	ADP	of
extraordinary	ADJ	extraordinary
concentration	NOUN	concentration
upon	SCONJ	upon
his	PRON	his
clear	ADV	clear
-	PUNCT	-
cut	VERB	cut
,	PUNCT	,
hawklike	NOUN	hawklike
features	NOUN	feature
.	PUNCT	.
""""	PUNCT	""""
State	VERB	state
your	PRON	your
case	NOUN	case
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
he	PRON	he
,	PUNCT	,
in	ADP	in
brisk	ADJ	brisk
,	PUNCT	,
business	NOUN	business
tones	NOUN	tone
.	PUNCT	.
I	PRON	I
felt	VERB	feel
that	SCONJ	that
my	PRON	my
position	NOUN	position
was	AUX	be
an	DET	an
embarrassing	ADJ	embarrassing
one	NUM	one
.	PUNCT	.
""""	PUNCT	""""
You	PRON	you
will	AUX	will
,	PUNCT	,
I	PRON	I
am	AUX	be
sure	ADJ	sure
,	PUNCT	,
excuse	VERB	excuse
me	PRON	I
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
said	VERB	say
,	PUNCT	,
rising	VERB	rise
from	ADP	from
my	PRON	my
chair	NOUN	chair
.	PUNCT	.
To	ADP	to
my	PRON	my
surprise	NOUN	surprise
,	PUNCT	,
the	DET	the
young	ADJ	young
lady	NOUN	lady
held	VERB	hold
up	ADP	up
her	PRON	her
gloved	ADJ	gloved
hand	NOUN	hand
to	PART	to
detain	VERB	detain
me	PRON	I
.	PUNCT	.
""""	PUNCT	""""
If	SCONJ	if
your	PRON	your
friend	NOUN	friend
,	PUNCT	,
""""	PUNCT	""""
she	PRON	she
said	VERB	say
,	PUNCT	,
""""	PUNCT	""""
would	AUX	would
be	VERB	be
good	ADJ	good
enough	ADV	enough
to	PART	to
stop	VERB	stop
,	PUNCT	,
he	PRON	he
might	AUX	might
be	VERB	be
of	ADP	of
inestimable	ADJ	inestimable
service	NOUN	service
to	ADP	to
me	PRON	I
.	PUNCT	.
"""I"	PUNCT	"""I"
relapsed	VERB	relapse
into	ADP	into
my	PRON	my
chair	NOUN	chair
.	PUNCT	.
"""Briefly"	VERB	"""briefly"
,	PUNCT	,
""""	PUNCT	""""
she	PRON	she
continued	VERB	continue
,	PUNCT	,
""""	PUNCT	""""
the	DET	the
facts	NOUN	fact
are	AUX	be
these	DET	these
.	PUNCT	.
My	PRON	my
father	NOUN	father
was	AUX	be
an	DET	an
officer	NOUN	officer
in	ADP	in
an	DET	an
Indian	ADJ	indian
regiment	NOUN	regiment
who	PRON	who
sent	VERB	send
me	PRON	I
home	ADV	home
when	ADV	when
I	PRON	I
was	VERB	be
quite	DET	quite
a	DET	a
child	NOUN	child
.	PUNCT	.
My	PRON	my
mother	NOUN	mother
was	AUX	be
dead	ADJ	dead
,	PUNCT	,
and	CCONJ	and
I	PRON	I
had	VERB	have
no	DET	no
relative	NOUN	relative
in	ADP	in
England	PROPN	England
.	PUNCT	.
I	PRON	I
was	AUX	be
placed	VERB	place
,	PUNCT	,
however	ADV	however
,	PUNCT	,
in	ADP	in
a	DET	a
comfortable	ADJ	comfortable
boarding	NOUN	boarding
establishment	NOUN	establishment
at	ADP	at
Edinburgh	PROPN	Edinburgh
,	PUNCT	,
and	CCONJ	and
there	ADV	there
I	PRON	I
remained	VERB	remain
until	ADP	until
I	PRON	I
was	VERB	be
seventeen	NUM	seventeen
years	NOUN	year
of	ADP	of
age	NOUN	age
.	PUNCT	.
In	ADP	in
the	DET	the
year	NOUN	year
1878	NUM	1878
my	PRON	my
father	NOUN	father
,	PUNCT	,
who	PRON	who
was	VERB	be
senior	ADJ	senior
captain	NOUN	captain
of	ADP	of
his	PRON	his
regiment	NOUN	regiment
,	PUNCT	,
obtained	VERB	obtain
twelve	NUM	twelve
months	NOUN	month
'	PART	'
leave	VERB	leave
and	CCONJ	and
came	VERB	come
home	ADV	home
.	PUNCT	.
He	PRON	he
telegraphed	VERB	telegraph
to	ADP	to
me	PRON	I
from	ADP	from
London	PROPN	London
that	SCONJ	that
he	PRON	he
had	AUX	have
arrived	VERB	arrive
all	DET	all
safe	ADJ	safe
,	PUNCT	,
and	CCONJ	and
directed	VERB	direct
me	PRON	I
to	PART	to
come	VERB	come
down	ADP	down
at	ADP	at
once	ADV	once
,	PUNCT	,
giving	VERB	give
the	DET	the
Langham	PROPN	Langham
Hotel	PROPN	Hotel
as	ADP	as
his	PRON	his
address	NOUN	address
.	PUNCT	.
His	PRON	his
message	NOUN	message
,	PUNCT	,
as	ADP	as
I	PRON	I
remember	VERB	remember
,	PUNCT	,
was	AUX	be
full	ADJ	full
of	ADP	of
kindness	NOUN	kindness
and	CCONJ	and
love	NOUN	love
.	PUNCT	.
On	ADP	on
reaching	VERB	reach
London	PROPN	London
I	PRON	I
drove	VERB	drive
to	ADP	to
the	DET	the
Langham	PROPN	Langham
,	PUNCT	,
and	CCONJ	and
was	AUX	be
informed	VERB	inform
that	SCONJ	that
Captain	PROPN	Captain
Morstan	PROPN	Morstan
was	AUX	be
staying	VERB	stay
there	ADV	there
,	PUNCT	,
but	CCONJ	but
that	SCONJ	that
he	PRON	he
had	AUX	have
gone	VERB	go
out	ADP	out
the	DET	the
night	NOUN	night
before	ADV	before
and	CCONJ	and
had	AUX	have
not	PART	not
yet	ADV	yet
returned	VERB	return
.	PUNCT	.
I	PRON	I
waited	VERB	wait
all	DET	all
day	NOUN	day
without	ADP	without
news	NOUN	news
of	ADP	of
him	PRON	he
.	PUNCT	.
That	DET	that
night	NOUN	night
,	PUNCT	,
on	ADP	on
the	DET	the
advice	NOUN	advice
of	ADP	of
the	DET	the
manager	NOUN	manager
of	ADP	of
the	DET	the
hotel	NOUN	hotel
,	PUNCT	,
I	PRON	I
communicated	VERB	communicate
with	ADP	with
the	DET	the
police	NOUN	police
,	PUNCT	,
and	CCONJ	and
next	ADJ	next
morning	NOUN	morning
we	PRON	we
advertised	VERB	advertise
in	ADP	in
all	DET	all
the	DET	the
papers	NOUN	paper
.	PUNCT	.
Our	PRON	our
inquiries	NOUN	inquiry
led	VERB	lead
to	ADP	to
no	DET	no
result	NOUN	result
;	PUNCT	;
and	CCONJ	and
from	ADP	from
that	DET	that
day	NOUN	day
to	ADP	to
this	DET	this
no	DET	no
word	NOUN	word
has	AUX	have
ever	ADV	ever
been	AUX	be
heard	VERB	hear
of	ADP	of
my	PRON	my
unfortunate	ADJ	unfortunate
father	NOUN	father
.	PUNCT	.
He	PRON	he
came	VERB	come
home	ADV	home
with	ADP	with
his	PRON	his
heart	NOUN	heart
full	ADJ	full
of	ADP	of
hope	NOUN	hope
,	PUNCT	,
to	PART	to
find	VERB	find
some	DET	some
peace	NOUN	peace
,	PUNCT	,
some	DET	some
comfort	NOUN	comfort
,	PUNCT	,
and	CCONJ	and
instead	ADV	instead
---	PUNCT	---
""""	PUNCT	""""
She	PRON	she
put	VERB	put
her	PRON	her
hand	NOUN	hand
to	ADP	to
her	PRON	her
throat	NOUN	throat
,	PUNCT	,
and	CCONJ	and
a	DET	a
choking	VERB	choke
sob	NOUN	sob
cut	VERB	cut
short	ADJ	short
the	DET	the
sentence	NOUN	sentence
.	PUNCT	.
"""The"	DET	"""the"
date	NOUN	date
?	PUNCT	?
""""	PUNCT	""""
asked	VERB	ask
Holmes	PROPN	Holmes
,	PUNCT	,
opening	VERB	open
his	PRON	his
note	NOUN	note
-	PUNCT	-
book	NOUN	book
.	PUNCT	.
"""He"	PUNCT	"""He"
disappeared	VERB	disappear
upon	SCONJ	upon
the	DET	the
3d	NOUN	3d
of	ADP	of
December	PROPN	December
,	PUNCT	,
1878	NUM	1878
,	PUNCT	,
---	PUNCT	---
nearly	ADV	nearly
ten	NUM	ten
years	NOUN	year
ago	ADV	ago
.	PUNCT	.
"""""His"	PUNCT	"""""His"
"luggage?""""Remained"	VERB	"luggage?""""remaine"
at	ADP	at
the	DET	the
hotel	NOUN	hotel
.	PUNCT	.
There	PRON	there
was	AUX	be
nothing	PRON	nothing
in	ADP	in
it	PRON	it
to	PART	to
suggest	VERB	suggest
a	DET	a
clue	NOUN	clue
,	PUNCT	,
---	PUNCT	---
some	DET	some
clothes	NOUN	clothe
,	PUNCT	,
some	DET	some
books	NOUN	book
,	PUNCT	,
and	CCONJ	and
a	DET	a
considerable	ADJ	considerable
number	NOUN	number
of	ADP	of
curiosities	NOUN	curiosity
from	ADP	from
the	DET	the
Andaman	PROPN	Andaman
Islands	PROPN	Islands
.	PUNCT	.
He	PRON	he
had	AUX	have
been	VERB	be
one	NUM	one
of	ADP	of
the	DET	the
officers	NOUN	officer
in	ADP	in
charge	NOUN	charge
of	ADP	of
the	DET	the
convict	NOUN	convict
-	PUNCT	-
guard	NOUN	guard
there	ADV	there
.	PUNCT	.
"""""Had"	PUNCT	"""""Had"
he	PRON	he
any	DET	any
friends	NOUN	friend
in	ADP	in
"town?""""Only"	ADV	"town?""""only"
one	NUM	one
that	DET	that
we	PRON	we
know	VERB	know
of	ADP	of
,	PUNCT	,
---	PUNCT	---
Major	PROPN	Major
Sholto	PROPN	Sholto
,	PUNCT	,
of	ADP	of
his	PRON	his
own	ADJ	own
regiment	NOUN	regiment
,	PUNCT	,
the	DET	the
34th	ADJ	34th
Bombay	PROPN	Bombay
Infantry	PROPN	Infantry
.	PUNCT	.
The	DET	the
major	NOUN	major
had	AUX	have
retired	VERB	retire
some	DET	some
little	ADJ	little
time	NOUN	time
before	ADV	before
,	PUNCT	,
and	CCONJ	and
lived	VERB	live
at	ADP	at
Upper	PROPN	Upper
Norwood	PROPN	Norwood
.	PUNCT	.
We	PRON	we
communicated	VERB	communicate
with	ADP	with
him	PRON	he
,	PUNCT	,
of	ADP	of
course	NOUN	course
,	PUNCT	,
but	CCONJ	but
he	PRON	he
did	AUX	do
not	PART	not
even	ADV	even
know	VERB	know
that	SCONJ	that
his	PRON	his
brother	NOUN	brother
officer	NOUN	officer
was	AUX	be
in	ADP	in
England	PROPN	England
.	PUNCT	.
"""""A"	PUNCT	"""""A"
singular	ADJ	singular
case	NOUN	case
,	PUNCT	,
""""	PUNCT	""""
remarked	VERB	remark
Holmes	PROPN	Holmes
.	PUNCT	.
"""I"	PUNCT	"""I"
have	AUX	have
not	PART	not
yet	ADV	yet
described	VERB	describe
to	ADP	to
you	PRON	you
the	DET	the
most	ADV	most
singular	ADJ	singular
part	NOUN	part
.	PUNCT	.
About	ADV	about
six	NUM	six
years	NOUN	year
ago	ADV	ago
---	PUNCT	---
to	PART	to
be	VERB	be
exact	ADJ	exact
,	PUNCT	,
upon	SCONJ	upon
the	DET	the
4th	NOUN	4th
of	ADP	of
May	PROPN	May
,	PUNCT	,
1882	NUM	1882
---	PUNCT	---
an	DET	an
advertisement	NOUN	advertisement
appeared	VERB	appear
in	ADP	in
the	DET	the
Times	PROPN	Times
asking	VERB	ask
for	ADP	for
the	DET	the
address	NOUN	address
of	ADP	of
Miss	PROPN	Miss
Mary	PROPN	Mary
Morstan	PROPN	Morstan
and	CCONJ	and
stating	VERB	state
that	SCONJ	that
it	PRON	it
would	AUX	would
be	VERB	be
to	ADP	to
her	PRON	her
advantage	NOUN	advantage
to	PART	to
come	VERB	come
forward	ADV	forward
.	PUNCT	.
There	PRON	there
was	AUX	be
no	DET	no
name	NOUN	name
or	CCONJ	or
address	NOUN	address
appended	VERB	append
.	PUNCT	.
I	PRON	I
had	AUX	have
at	ADP	at
that	DET	that
time	NOUN	time
just	ADV	just
entered	VERB	enter
the	DET	the
family	NOUN	family
of	ADP	of
Mrs.	PROPN	Mrs.
Cecil	PROPN	Cecil
Forrester	PROPN	Forrester
in	ADP	in
the	DET	the
capacity	NOUN	capacity
of	ADP	of
governess	NOUN	governess
.	PUNCT	.
By	ADP	by
her	PRON	her
advice	NOUN	advice
I	PRON	I
published	VERB	publish
my	PRON	my
address	NOUN	address
in	ADP	in
the	DET	the
advertisement	NOUN	advertisement
column	NOUN	column
.	PUNCT	.
The	DET	the
same	ADJ	same
day	NOUN	day
there	PRON	there
arrived	VERB	arrive
through	ADP	through
the	DET	the
post	NOUN	post
a	DET	a
small	ADJ	small
card	NOUN	card
-	PUNCT	-
board	NOUN	board
box	NOUN	box
addressed	VERB	address
to	ADP	to
me	PRON	I
,	PUNCT	,
which	DET	which
I	PRON	I
found	VERB	find
to	PART	to
contain	VERB	contain
a	DET	a
very	ADV	very
large	ADJ	large
and	CCONJ	and
lustrous	ADJ	lustrous
pearl	NOUN	pearl
.	PUNCT	.
No	DET	no
word	NOUN	word
of	ADP	of
writing	NOUN	writing
was	AUX	be
enclosed	VERB	enclose
.	PUNCT	.
Since	SCONJ	since
then	ADV	then
every	DET	every
year	NOUN	year
upon	SCONJ	upon
the	DET	the
same	ADJ	same
date	NOUN	date
there	PRON	there
has	AUX	have
always	ADV	always
appeared	VERB	appear
a	DET	a
similar	ADJ	similar
box	NOUN	box
,	PUNCT	,
containing	VERB	contain
a	DET	a
similar	ADJ	similar
pearl	NOUN	pearl
,	PUNCT	,
without	ADP	without
any	DET	any
clue	NOUN	clue
as	ADP	as
to	ADP	to
the	DET	the
sender	NOUN	sender
.	PUNCT	.
They	PRON	they
have	AUX	have
been	AUX	be
pronounced	VERB	pronounce
by	ADP	by
an	DET	an
expert	NOUN	expert
to	PART	to
be	VERB	be
of	ADP	of
a	DET	a
rare	ADJ	rare
variety	NOUN	variety
and	CCONJ	and
of	ADP	of
considerable	ADJ	considerable
value	NOUN	value
.	PUNCT	.
You	PRON	you
can	AUX	can
see	VERB	see
for	ADP	for
yourselves	NOUN	yourself
that	DET	that
they	PRON	they
are	AUX	be
very	ADV	very
handsome	ADJ	handsome
.	PUNCT	.
""""	PUNCT	""""
She	PRON	she
opened	VERB	open
a	DET	a
flat	ADJ	flat
box	NOUN	box
as	ADP	as
she	PRON	she
spoke	VERB	speak
,	PUNCT	,
and	CCONJ	and
showed	VERB	show
me	PRON	I
six	NUM	six
of	ADP	of
the	DET	the
finest	ADJ	fine
pearls	NOUN	pearl
that	DET	that
I	PRON	I
had	AUX	have
ever	ADV	ever
seen	VERB	see
.	PUNCT	.
"""Your"	ADJ	"""Your"
statement	NOUN	statement
is	AUX	be
most	ADV	most
interesting	ADJ	interesting
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Sherlock	PROPN	Sherlock
Holmes	PROPN	Holmes
.	PUNCT	.
""""	PUNCT	""""
Has	AUX	have
anything	PRON	anything
else	ADV	else
occurred	VERB	occur
to	ADP	to
"you?""""Yes"	INTJ	"you?""""yes"
,	PUNCT	,
and	CCONJ	and
no	ADV	no
later	ADV	later
than	SCONJ	than
to	ADP	to
-	PUNCT	-
day	NOUN	day
.	PUNCT	.
That	DET	that
is	AUX	be
why	ADV	why
I	PRON	I
have	AUX	have
come	VERB	come
to	ADP	to
you	PRON	you
.	PUNCT	.
This	DET	this
morning	NOUN	morning
I	PRON	I
received	VERB	receive
this	DET	this
letter	NOUN	letter
,	PUNCT	,
which	DET	which
you	PRON	you
will	AUX	will
perhaps	ADV	perhaps
read	VERB	read
for	ADP	for
yourself	PRON	yourself
.	PUNCT	.
"""""Thank"	PUNCT	"""""Thank"
you	PRON	you
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Holmes	PROPN	Holmes
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
envelope	NOUN	envelope
too	ADV	too
,	PUNCT	,
please	INTJ	please
.	PUNCT	.
Postmark	PROPN	Postmark
,	PUNCT	,
London	PROPN	London
,	PUNCT	,
S.W.	PROPN	S.W.
Date	PROPN	Date
,	PUNCT	,
July	PROPN	July
7	NUM	7
.	PUNCT	.
Hum	PROPN	Hum
!	PUNCT	!
Man	PROPN	Man
's	PART	's
thumb	NOUN	thumb
-	PUNCT	-
mark	NOUN	mark
on	ADP	on
corner	NOUN	corner
,	PUNCT	,
---	PUNCT	---
probably	ADV	probably
postman	NOUN	postman
.	PUNCT	.
Best	ADJ	good
quality	NOUN	quality
paper	NOUN	paper
.	PUNCT	.
Envelopes	NOUN	envelope
at	ADP	at
sixpence	NOUN	sixpence
a	DET	a
packet	NOUN	packet
.	PUNCT	.
Particular	ADJ	particular
man	NOUN	man
in	ADP	in
his	PRON	his
stationery	NOUN	stationery
.	PUNCT	.
No	DET	no
address	NOUN	address
.	PUNCT	.
'	PUNCT	'
Be	VERB	be
at	ADP	at
the	DET	the
third	ADJ	third
pillar	NOUN	pillar
from	ADP	from
the	DET	the
left	NOUN	left
outside	ADP	outside
the	DET	the
Lyceum	PROPN	Lyceum
Theatre	PROPN	Theatre
to	ADP	to
-	PUNCT	-
night	NOUN	night
at	ADP	at
seven	NUM	seven
o'clock	NOUN	o'clock
.	PUNCT	.
If	SCONJ	if
you	PRON	you
are	VERB	be
distrustful	ADJ	distrustful
,	PUNCT	,
bring	VERB	bring
two	NUM	two
friends	NOUN	friend
.	PUNCT	.
You	PRON	you
are	AUX	be
a	DET	a
wronged	VERB	wrong
woman	NOUN	woman
,	PUNCT	,
and	CCONJ	and
shall	AUX	shall
have	VERB	have
justice	NOUN	justice
.	PUNCT	.
Do	AUX	do
not	PART	not
bring	VERB	bring
police	NOUN	police
.	PUNCT	.
If	SCONJ	if
you	PRON	you
do	VERB	do
,	PUNCT	,
all	DET	all
will	AUX	will
be	VERB	be
in	ADP	in
vain	ADJ	vain
.	PUNCT	.
Your	PRON	your
unknown	ADJ	unknown
friend	NOUN	friend
.	PUNCT	.
'	PUNCT	'
Well	INTJ	well
,	PUNCT	,
really	ADV	really
,	PUNCT	,
this	DET	this
is	AUX	be
a	DET	a
very	ADV	very
pretty	ADV	pretty
little	ADJ	little
mystery	NOUN	mystery
.	PUNCT	.
What	PRON	what
do	AUX	do
you	PRON	you
intend	VERB	intend
to	PART	to
do	VERB	do
,	PUNCT	,
Miss	PROPN	Miss
"Morstan?""""That"	PROPN	"Morstan?""""That"
is	AUX	be
exactly	ADV	exactly
what	PRON	what
I	PRON	I
want	VERB	want
to	PART	to
ask	VERB	ask
you	PRON	you
.	PUNCT	.
"""""Then"	ADV	"""""then"
we	PRON	we
shall	AUX	shall
most	ADV	most
certainly	ADV	certainly
go	VERB	go
.	PUNCT	.
You	PRON	you
and	CCONJ	and
I	PRON	I
and	CCONJ	and
---	PUNCT	---
yes	INTJ	yes
,	PUNCT	,
why	ADV	why
,	PUNCT	,
Dr.	PROPN	Dr.
Watson	PROPN	Watson
is	AUX	be
the	DET	the
very	ADJ	very
man	NOUN	man
.	PUNCT	.
Your	PRON	your
correspondent	NOUN	correspondent
says	VERB	say
two	NUM	two
friends	NOUN	friend
.	PUNCT	.
He	PRON	he
and	CCONJ	and
I	PRON	I
have	AUX	have
